street,street_num,letter,X,Y
STRADA DEI PELATI,17,,1431674.219999999972060,5455438.530000000260770
VIA C. VALAZZI,9,F,1436040.520000000018626,5451847.429999999701977
VIA DEI CAMPI,15,,1436915.169999999925494,5450471.240000000223517
VIA P. MARONCELLI,45,,1436640.010000000009313,5450113.009999999776483
VIA P. BONFANTE,3,,1438015.050000000046566,5450068.839999999850988
VIA MONTANARA,30,,1435745.110000000102445,5449630.769999999552965
VIA DIVISIONE ACQUI,22,,1431720.679999999934807,5447428.549999998882413
VIA MONTE FUMAIOLO,24,,1424799.399999999906868,5446053.549999999813735
VIALE VENEZIA,24,,1436990.350000000093132,5452387.549999999813735
VIA G. BLUM,90,,1436063.619999999878928,5452354.719999999739230
VIA G. FINALI,7,,1432728.530000000027940,5447627.309999999590218
STRADA DI STROPPATO,32,,1426485.760000000009313,5447435.750000000000000
VIA A. SPADA,8,,1437454.219999999972060,5451157.389999999664724
VIA C. PISACANE,9,,1436853.649999999906868,5450415.780000000260770
VIA P. FASTIGGI,317,,1432196.879999999888241,5447144.610000000335276
STRADA DI FONTESECCO,32,,1431918.739999999990687,5446681.599999999627471
VIA DEI FRUTTETI,54,,1428116.820000000065193,5449163.309999999590218
VIA R. FAVA,15,,1438525.850000000093132,5449379.480000001378357
CORSO UNDICI SETTEMBRE,241,,1436728.000000000000000,5451807.670000000856817
STRADA ADRIATICA,247,,1434259.899999999906868,5451612.870000000111759
VIALE TRIESTE,153,,1438488.899999999906868,5451592.000000000000000
PIAZZALE CADUTI LAVORO,9,,1436680.260000000009313,5450269.570000000298023
STRADA M. MALPIGHI,37,,1439267.840000000083819,5449222.450000000186265
VIA L. BALDELLI,21,A,1438613.360000000102445,5449149.870000000111759
VIA PALESTRO,35,,1435754.149999999906868,5448436.219999998807907
VIA L. LIVIABELLA,8,,1437138.699999999953434,5448262.599999999627471
CORSO UNDICI SETTEMBRE,49,,1437334.689999999944121,5451661.070000000298023
VIA A. COSTA,12,"1",1436213.770000000018626,5449907.560000000521541
VIALE C. BATTISTI,269,,1436803.649999999906868,5452919.139999999664724
VIA M. POLO,9,,1438188.540000000037253,5452036.660000000149012
VIA MENTANA,22,,1436735.879999999888241,5451736.519999999552965
VIALE A. GRAMSCI,25,,1437540.320000000065193,5451144.719999999739230
VIA U. TOMBESI,44,,1436403.860000000102445,5449440.080000000074506
VIA G. BLUM,48,"2",1436103.040000000037253,5452178.639999998733401
VIA C. FARINI,24,,1432688.219999999972060,5447561.480000000447035
VIA A. COSTA,229,"8",1436086.320000000065193,5449115.099999999627471
VIA N. GAVELLI,6,,1437167.909999999916181,5451326.559999999590218
VIA LAGO MAGGIORE,273,"3",1427987.999999999767169,5443995.969999999739230
VIA DELLE AZALEE,24,,1423941.449999999720603,5457659.639999999664724
VIA MADONNA DI LORETO,103,,1437655.850000000325963,5449100.110000000335276
VIA DEI FRUTTETI,52,,1428119.550000000046566,5449172.410000000149012
VIA M. MARGOTTI,14,,1432638.219999999972060,5447288.049999999813735
VIA DELLO STELVIO,13,,1434161.429999999934807,5451584.059999999590218
VIA GIORDANO BRUNO,30,,1437343.320000000065193,5451310.320000000298023
VIA S. TALEVI,6,"7",1436185.090000000083819,5449200.780000001192093
VIA F. BARACCA,23,,1438099.479999999981374,5450691.480000001378357
VIA D. RAGGI,60,,1438155.280000000027940,5450940.500000000000000
VIA CASTELLO ABITATO,39,,1423487.570000000065193,5447432.339999999850988
VIA DEI TULIPANI,4,,1422439.950000000186265,5457933.360000001266599
VIA MAMMOLABELLA,45,,1436684.070000000065193,5451672.959999999031425
VIA DIVISIONE ACQUI,145,,1431170.089999999850988,5447146.209999999031425
STRADA DI CIARCIANO,23,,1428145.419999999925494,5452701.719999999739230
STRADA DI CIARCIANO,25,,1428137.620000000111759,5452695.429999999701977
VIA C. MENOTTI,22,,1437180.300000000046566,5450452.120000000111759
PIAZZALE G. MATTEOTTI,6,,1437739.440000000176951,5451409.750000000000000
VIA E. VITERBO,21,,1434842.319999999832362,5449316.219999999739230
STRADA FIORENZUOLA FOCARA,17,"7",1427407.929999999934807,5456703.290000000037253
VIA CORTIROLA,26,,1436958.649999999906868,5451556.589999999850988
VIA VIOLE,16,,1424151.950000000186265,5457722.930000000633299
VIA A. COSTA,180,,1436160.870000000344589,5449525.900000000372529
VIA A. ALEARDI,4,,1438653.209999999962747,5450393.669999999925494
STRADA DEI PLATANI,69,"8",1431982.930000000167638,5450552.620000000111759
VIA CASTELLO ABITATO,52,,1423513.159999999916181,5447403.089999999850988
VIA PERUGIA,14,,1434517.520000000018626,5451354.990000000223517
VIA MONTE TITANO,19,,1425271.760000000009313,5446369.480000000447035
VIA G. FERRARI,8,,1438015.500000000000000,5450019.790000000037253
VIALE TRIESTE,221,,1438043.659999999916181,5452046.429999998770654
VIA A. COSTA,229,"3",1436094.770000000018626,5449146.410000000149012
VIA VINCENZO ROSSI,156,,1436857.510000000009313,5449969.809999999590218
VIA G. VICO,13,,1438293.620000000111759,5449302.799999999813735
PIAZZA G. LAZZARINI,30,,1437076.310000000055879,5451181.639999998733401
VIA F.LLI CERVI,14,,1433087.300000000046566,5447582.500000000000000
VIA SANTERNO,30,,1432890.909999999916181,5451792.130000000819564
PIAZZALE PRIMO MAGGIO,32,,1437213.899999999906868,5451834.360000000335276
VIA LOMBARDIA,8,,1434354.070000000065193,5449976.430000000633299
VIA U. TOMBESI,31,,1436430.330000000074506,5449404.480000000447035
VIA HERMADA,6,,1435730.040000000037253,5451878.490000000223517
VIALE C. BATTISTI,87,A,1437913.639999999897555,5451843.419999999925494
VIA CHIARAMONTI,9,,1436040.810000000055879,5447907.650000000372529
VIA G. MONTANELLI,46,,1431177.299999999813735,5446735.190000000409782
VIA MONTE CRISTALLO,26,,1424740.979999999981374,5446240.799999999813735
STRADA DEI TREPONTI,32,,1428442.870000000111759,5452750.900000000372529
PIAZZALE C. CINELLI,1,,1436705.459999999962747,5451248.950000000186265
VIA BAVIERA,39,,1437514.439999999944121,5451426.629999999888241
VIA A. FRATTI,134,,1437363.020000000018626,5449375.620000000111759
VIA F. SCARPELLINI,6,,1438286.840000000083819,5449136.540000000037253
VIA R. LIVERANI,48,,1437338.300000000046566,5449219.830000000074506
VIA F.LLI DEL PRETE,41,,1424854.580000000074506,5445766.360000000335276
VIA L. ACCIO,35,,1435941.070000000065193,5451835.790000000037253
VIA URBANIA,29,,1435488.520000000018626,5451357.000000000000000
VIA A. CORELLI,44,,1435888.959999999962747,5450043.410000000149012
VIA E. FERMI,8,,1438472.699999999953434,5449422.490000000223517
VIALE XI FEBBRAIO,2,,1437003.620000000111759,5451042.610000000335276
VIA G. GIOLITTI,60,,1436796.280000000027940,5449444.940000000409782
VIALE DELLA VITTORIA,85,,1438026.399999999906868,5451580.309999999590218
VIA L. CHERUBINI,5,,1435730.860000000102445,5449829.580000000074506
VIA DELLE MIMOSE,8,,1424427.440000000176951,5457384.379999999888241
STRADA DI MONTEFELTRO,46,,1425886.679999999934807,5446528.450000000186265
VIA M. PATERNI,56,,1436870.919999999925494,5452595.360000000335276
VIA D. RAGGI,35,,1438111.050000000046566,5451013.370000000111759
VIA E. MANCINI,99,,1437059.050000000046566,5450067.440000000409782
STRADA ROMAGNA,109,,1431565.669999999925494,5452929.389999998733401
VIA LAGO MAGGIORE,271,"1",1427933.120000000111759,5444037.559999999590218
STRADA ADRIATICA,90,,1434991.300000000046566,5451662.280000001192093
VIA S. MERCADANTE,7,,1434274.379999999888241,5449491.730000000447035
VIA C. GALLONE,4,,1436188.030000000027940,5448374.850000000558794
STRADA ROMAGNA,95,"2",1431716.929999999934807,5452737.400000000372529
VIA MONTENEVOSO,37,,1435400.729999999981374,5451493.179999999701977
VIA Q. SELLA,36,,1437296.270000000018626,5449855.839999999850988
VIA C. CANTU,5,,1438556.629999999888241,5449184.969999999739230
VIALE F. CORRIDONI,36,,1438220.090000000083819,5451340.830000000074506
STRADA DI TORCIVIA,9,D,1429767.780000000027940,5445044.200000000186265
VIA F. ALFANO,40,,1435511.330000000074506,5450349.969999999739230
VIA D. CIMAROSA,81,,1435655.360000000102445,5450503.509999999776483
STRADA G. M. LANCISI,132,,1423550.439999999944121,5447319.540000000037253
VIA F.LLI CERVI,21,,1433045.480000000214204,5447622.339999999850988
VIA N. TOMMASEO,19,,1437410.519999999785796,5450570.900000000372529
VIA GIORDANO BRUNO,89,,1437343.149999999906868,5451244.940000000409782
STRADA ROMAGNA,52,,1428379.560000000055879,5456264.900000000372529
VIA R. GENNARI,5,,1436013.689999999944121,5451962.259999999776483
STRADA DEL MOLINO MOSCA,4,,1435389.830000000074506,5443643.860000000335276
VIA G. ASIARI,9,,1438786.989999999990687,5449556.480000000447035
VIA ROIA,7,,1431931.250000000000000,5452718.269999999552965
VIA VINCENZO ROSSI,104,,1436948.620000000111759,5450357.519999999552965
VIA S. SCARONI,5,,1438134.149999999906868,5450279.970000000670552
VIA S. ALESSANDRINI,1,,1437432.000000000000000,5449705.080000000074506
VIA E. MORINI,59,A,1436281.540000000037253,5449354.719999999739230
STRADA G. M. LANCISI,30,,1424912.219999999972060,5446248.660000000149012
CALATA CAIO DUILIO,46,,1436664.340000000083819,5453039.580000000074506
VIA SABOTINO,23,,1434233.239999999990687,5451548.719999999739230
VIA LAGO MAGGIORE,238,,1428220.860000000102445,5444352.620000000111759
STRADA DI SANTEGIDIO,42,,1439471.399999999906868,5443672.070000000298023
STRADA PANORAMICA ADRIATICA,21,,1436209.260000000009313,5452548.009999999776483
VIA FLAMINIA,63,,1438122.810000000055879,5450280.080000000074506
VIALE DANTE ALIGHIERI,27,,1437584.320000000065193,5452237.209999999962747
VIA F. XANTO AVELLI,36,,1437085.689999999944121,5448786.660000000149012
STRADA DELLA TORRACCIA,14,,1430325.750000000000000,5451021.849999999627471
VIA B. GRAZIOLI,36,,1437124.030000000027940,5449516.219999999739230
STRADA DELLARZILLA,43,,1435517.989999999990687,5440970.870000000111759
STRADA CERRETO,49,,1436437.719999999972060,5442015.450000000186265
VIA DEI FRASSINI,9,,1431875.449999999953434,5450305.179999999701977
STRADA PONTE MOROTTO,4,,1435497.290000000037253,5444987.889999999664724
STRADA DELLE CAMPAGNE,12,,1436285.469999999972060,5439763.660000000149012
VIALE VENEZIA,58,,1436746.370000000111759,5452586.639999999664724
VIA G. FINALI,2,,1432784.360000000102445,5447670.639999999664724
STRADA DI FONTESECCO,118,,1429905.459999999962747,5445470.799999999813735
STRADA DEI TREPONTI,88,,1428054.250000000000000,5452997.730000000447035
VIALE NAPOLI,28,,1436772.469999999972060,5452887.099999999627471
VIA G. MONTANELLI,67,,1430989.110000000102445,5446922.769999999552965
VIA BORGO S. MARIA,37,,1425066.850000000093132,5445953.280000000260770
VIALE TRIESTE,144,,1438184.879999999888241,5451966.400000000372529
VIA CASTELFIDARDO,86,,1437448.239999999990687,5451886.280000001192093
STRADA ROMAGNA,273,,1424966.169999999925494,5457284.259999999776483
VIA SELE,13,,1432111.659999999916181,5453705.309999999590218
VIA SOLFERINO,70,,1435636.460000000195578,5449641.040000000037253
VIA DELLUNITA,30,,1432449.919999999925494,5447696.339999999850988
VIA MONTE ROSA,27,"3",1425697.010000000009313,5446691.179999999701977
STRADA DI FONTESECCO,110,A,1430044.709999999962747,5445938.259999999776483
VIA F. DE SANCTIS,13,,1437280.919999999925494,5450134.650000000372529
VIA L. BISSOLATI,6,,1436374.930000000167638,5450098.259999999776483
VIA ZANUCCHI,23,,1437389.709999999962747,5451745.639999999664724
STRADA ADRIATICA,95,,1435259.120000000111759,5451594.200000001117587
VIA MILITE IGNOTO,90,,1438554.689999999944121,5450369.900000001303852
VIA G. FINALI,48,,1432439.909999999916181,5447555.750000000931323
VIA MADONNA DI LORETO,31,,1437644.840000000083819,5449903.980000000447035
VIA PERUGIA,2,,1434544.049999999813735,5451409.799999999813735
VIA MONTEGRAPPA,7,"4",1436911.300000000046566,5450922.129999999888241
VIA GIORDANI,2,,1437265.290000000037253,5451560.400000000372529
VIA M. MONDINI,17,,1433267.600000000093132,5451554.620000000111759
VIA G. F. SUPERCHI,9,,1436112.330000000074506,5448125.829999999143183
VIA LUBIANA,60,,1436449.870000000111759,5448790.169999999925494
STRADA RONCHI,8,,1428357.370000000111759,5455841.889999999664724
VIA LAGO MAGGIORE,35,,1429738.639999999897555,5445096.669999999925494
VIA F. CESARINI,36,,1435587.469999999972060,5450202.539999999105930
VIA D. PAOLI,34,,1438755.790000000037253,5450262.440000001341105
VIA J. F. KENNEDY,46,,1438746.749999999767169,5449705.500000000000000
VIA DIVISIONE MESSINA,5,,1435353.239999999990687,5441231.509999999776483
VIALE M. PAGANO,10,,1438727.860000000102445,5451263.709999999962747
VIA BORGO S. MARIA,42,,1425001.859999999869615,5445939.799999999813735
STRADA ROMAGNA,101,"5",1431614.229999999981374,5452834.310000000521541
VIA G. FERRARI,15,,1438007.590000000083819,5449984.950000000186265
STRADA VALLE CASTAGNI,38,,1435740.899999999906868,5446176.929999999701977
VIALE TRENTO,186,,1437504.179999999934807,5452479.830000000074506
VIA F. M. SANTINELLI,15,,1436246.479999999981374,5452639.780000000260770
VIA G. FERRARIS,30,,1438156.949999999953434,5449565.219999999739230
VIA VENTURINI,24,,1437084.830000000074506,5451258.820000000298023
VIA D. DAMBROSI,17,,1437218.919999999925494,5448388.389999999664724
VIALE G. MAMELI,78,,1436577.389999999897555,5452016.209999999962747
VIA E. CAVIGLIA,8,,1437362.919999999925494,5451202.110000000335276
VIA TASINO,7,,1427415.739999999990687,5457783.940000000409782
VIA LAGO MAGGIORE,317,,1427755.090000000083819,5443613.070000000298023
VIA V. E. ORLANDO,18,,1436433.510000000009313,5449199.540000000037253
VIA L. SANFELICE,29,,1437442.510000000009313,5450125.330000000074506
VIA R. SCACCIANI,11,,1437483.899999999906868,5449844.019999999552965
VIA E. VITERBO,3,,1434896.120000000111759,5449240.689999999478459
VIA M. PATERNI,100,,1437094.669999999925494,5452825.629999999888241
VIA SAN MARINO,7,,1434845.989999999990687,5451287.009999999776483
VIA E. DONZELLI,29,,1436100.330000000074506,5452190.469999999739230
VIA U. TOMBESI,25,,1436455.850000000325963,5449398.690000000409782
VIA L. NEGRELLI,82,,1438734.439999999944121,5449185.650000000372529
STRADA ADRIATICA,231,,1434359.729999999981374,5451596.250000000000000
VIA MONTE CIMONE,19,,1424802.840000000083819,5446122.849999999627471
VIA DELLUSIGNOLO,51,,1440490.169999999925494,5447299.299999999813735
VIA PODGORA,9,,1433814.510000000009313,5451573.309999999590218
VIA NANTERRE,19,,1435592.159999999916181,5448913.519999999552965
VIA L. TOMASINI,24,,1437191.110000000102445,5448465.629999999888241
STRADA DEI TREPONTI,54,A,1428355.649999999906868,5452792.700000000186265
VIA VINCENZO ROSSI,118,,1436907.649999999906868,5450208.530000000260770
VIALE TRENTO,209,,1437435.040000000037253,5452501.709999999962747
VIA Y. GAGARIN,40,,1434621.260000000009313,5450992.379999999888241
VIA B. GRAZIOLI,40,,1437139.090000000083819,5449518.469999999739230
VIA G. PERTICARI,6,,1437392.360000000102445,5451644.019999999552965
STRADA ADRIATICA,149,,1435004.409999999916181,5451513.330000000074506
VIALE G. AMENDOLA,20,,1438759.679999999934807,5451193.620000000111759
VIA S. DACQUISTO,11,,1435087.040000000037253,5451415.879999999888241
VIA CAMPO SPORTIVO,55,,1436374.399999999906868,5450132.769999999552965
VIA A. VOLTA,1,,1438236.649999999906868,5450087.839999998919666
VIA A. CATALANI,2,,1435259.409999999683350,5449351.120000000111759
VIA NUMANA,14,,1434883.469999999972060,5450980.950000000186265
VIALE D. BRAMANTE,55,,1437037.560000000055879,5450980.940000000409782
VIA LAGO DI ALBANO,17,,1429527.080000000074506,5444856.849999999627471
VIA BRIGATA SASSARI,17,,1435334.879999999888241,5440931.759999998845160
VIA D. MAZZA,98,,1436940.379999999888241,5451409.129999999888241
VIA G. FILANGIERI,63,,1438657.139999999897555,5449956.179999999701977
VIALE D. BRAMANTE,37,,1437134.639999999897555,5450980.679999998770654
VIA A. FAGGI,71,,1436644.830000000074506,5450421.219999999739230
VIA A. DE GASPERI,50,,1437975.229999999981374,5450934.530000000260770
VIA C. BALBO,3,,1437219.850000000093132,5450190.169999999925494
VIALE DEI PARTIGIANI,12,,1437485.239999999990687,5452017.190000000409782
VIA L. ACCIO,81,,1435757.100000000093132,5451867.200000000186265
VIA S. SCARONI,28,,1438320.330000000074506,5450359.429999999701977
VIA G. BOVIO,36,,1436962.689999999944121,5451662.440000000409782
VIA DEI CANONICI,47,,1432755.520000000018626,5447806.309999999590218
VIA PO,22,,1431762.679999999934807,5452923.429999999701977
VIA F. ALFANO,25,,1435540.129999999888241,5450326.509999999776483
VIA SABOTINO,32,,1434181.449999999720603,5451564.830000000074506
VIA S. SONNINO,8,,1436774.409999999916181,5449003.740000000223517
VIALE A. CECCHI,20,,1436817.840000000083819,5452219.259999999776483
VIA MILANO,35,,1435454.169999999925494,5451366.410000000149012
VIA LUBIANA,78,,1436544.820000000065193,5448761.709999999962747
VIA A. UGOLINI,76,,1438241.050000000046566,5450280.410000000149012
VIA P. FASTIGGI,127,,1432699.010000000009313,5447361.450000000186265
STRADA ROMAGNA,33,,1432292.699999999953434,5452213.660000001080334
VIA TASINO,8,,1427430.409999999916181,5457737.360000000335276
VIA G. LANZA,81,,1436705.219999999972060,5449078.540000000037253
VIALE DEI PARTIGIANI,26,,1437432.090000000083819,5452058.969999999739230
STRADA CASE BRUCIATE,45,,1428343.010000000009313,5449404.589999999850988
VIA DEI TULIPANI,13,,1422499.739999999990687,5457929.870000000111759
VIA G. PASSERI,132,,1436569.199999999953434,5451681.040000000037253
VIA D. MAZZA,62,,1437094.959999999962747,5451521.160000000149012
CORSO UNDICI SETTEMBRE,228,,1436816.100000000093132,5451831.000000000000000
VIALE XXIV MAGGIO,28,,1437292.870000000111759,5450777.129999999888241
VIA E. MANCINI,60,,1437034.129999999888241,5450289.639999999664724
VIA L. AGOSTINI,57,,1436145.219999999972060,5452200.969999999739230
VIA M. IMBRIANI,26,,1436389.330000000074506,5450002.339999999850988
VIA A. PONCHIELLI,83,,1435322.850000000093132,5450153.419999998994172
VIA E. MORINI,48,,1436321.840000000083819,5449382.700000000186265
VIA MARTIRI FRAGHETO,34,,1438351.050000000046566,5450475.040000000037253
VIA G. BLUM,48,,1436105.360000000102445,5452169.389999999664724
VIA C. LOMBROSO,18,,1438717.979999999981374,5448622.509999999776483
VIA G. BECCI,22,,1434714.749999999767169,5449429.980000000447035
VIALE G. VACCAI,10,,1437909.699999999953434,5451797.830000000074506
CORSO UNDICI SETTEMBRE,205,,1436860.250000000000000,5451813.330000001005828
VIA G. FINALI,28,,1432568.100000000093132,5447604.580000000074506
VIA S. SCARONI,24,,1438268.879999999888241,5450331.240000000223517
VIA A. DE GASPERI,32,,1437956.030000000027940,5450975.870000000111759
VIA U. COMANDINI,17,,1436342.060000000055879,5449609.660000000149012
VIA L. LA MARCA,18,,1438077.800000000046566,5450889.650000000372529
VIA A. AVOGADRO,3,,1438524.629999999888241,5449296.360000000335276
VIA G. BORSI,13,,1433334.899999999674037,5447748.169999999925494
VIA G. MAZZINI,81,,1436795.820000000065193,5451420.330000000074506
VIALE C. BATTISTI,139,,1437602.879999999888241,5452165.030000000260770
VIA M. DEL MONACO,5,,1436511.270000000018626,5451945.759999999776483
VIA I. B. BONINI,197,"3",1436239.500000000000000,5447461.750000000000000
VIA A. VERETTI,4,,1436971.709999999962747,5448360.129999999888241
VIALE DELLA VITTORIA,165,,1437597.419999999925494,5452006.169999999925494
VIA CASTELFIDARDO,88,,1437452.770000000018626,5451889.269999999552965
VIA A. TORTORA,12,,1437121.510000000009313,5451846.580000000074506
VIA M. MINGHETTI,74,,1436261.010000000009313,5449319.650000000372529
VIA F. BAROCCI,31,A,1437242.340000000083819,5448604.389999998733401
VIA G. GIOLITTI,57,,1436702.439999999944121,5449421.250000000000000
VIA FONSECA PIMENTEL,9,,1432694.439999999944121,5447697.820000000298023
STRADA DI STROPPATO,67,,1424675.149999999906868,5448510.919999999925494
VIA FLAMINIA,398,,1438666.290000000037253,5448761.419999999925494
VIALE F. CORRIDONI,28,,1438175.699999999953434,5451293.889999999664724
VIA L. AGOSTINI,111,,1436064.949999999953434,5452571.080000000074506
VIA P. FASTIGGI,184,A,1432460.800000000046566,5447302.160000000149012
VIA TREBBIANTICO,83,,1440648.489999999990687,5445541.080000000074506
STRADA G. STEFANI,18,,1435983.820000000065193,5448109.219999999739230
VIA R. SERRA,86,,1433588.290000000037253,5447872.460000000894070
STRADA PANORAMICA ADRIATICA,132,,1435739.929999999934807,5452939.139999998733401
VIA R. GESSI,9,"1",1436621.899999999906868,5452338.030000000260770
VIA O. FONTANA,10,,1437251.530000000027940,5448864.040000000037253
VIA DON LUIGI STURZO,17,,1432317.680000000167638,5447819.580000000074506
STRADA DI SANTEGIDIO,31,,1439303.870000000111759,5443415.570000000298023
VIA DEI GIRASOLI,48,,1441553.600000000093132,5446144.450000000186265
STRADA S.MARIA ARZILLA,26,,1433771.550000000046566,5440005.989999999292195
VIALE C. BATTISTI,213,,1437033.489999999990687,5452723.059999999590218
VIA C. TREVES,1,,1436390.889999999897555,5449895.339999999850988
VIA V. TOSCHI MOSCA,2,,1437430.540000000037253,5451628.370000000111759
VIA DELLE QUERCE,11,,1441131.989999999990687,5446245.980000001378357
VIA I. B. BONINI,175,"1",1436296.229999999981374,5447810.379999999888241
VIA TREBBIANTICO,64,,1440794.659999999916181,5445727.500000000000000
VIALE F. CORRIDONI,4,,1438070.889999999897555,5451195.780000000260770
VIA E. DONZELLI,53,,1436008.239999999990687,5452144.009999998845160
VIA BASENTO,8,"5",1432411.649999999906868,5452031.670000000856817
VIA U. COMANDINI,25,,1436337.270000000018626,5449590.449999999254942
VIA G. PIERGIOVANNI,30,,1434388.679999999934807,5442986.290000000037253
VIA G. PASSERI,13,,1437060.020000000018626,5451209.469999999739230
VIA ISONZO,17,,1435319.560000000055879,5451395.519999999552965
VIA F. FELLINI,38,,1436561.560000000055879,5448471.719999999739230
VIALE DELLA REPUBBLICA,44,,1437966.659999999916181,5452022.519999999552965
VIA S.MARIA FABBRECCE,36,,1433368.449999999953434,5451622.719999999739230
VIA VIOLE,10,,1424203.629999999888241,5457697.759999999776483
VIA RAVENNA,12,,1434947.909999999916181,5451319.160000000149012
VIA LOMBARDIA,6,,1434360.380000000121072,5449979.849999999627471
VIA CAMPO SPORTIVO,84,,1436451.090000000083819,5450127.589999999850988
VIA A. MEUCCI,10,,1438454.189999999944121,5449685.160000000149012
VIA MASTRO GIORGIO,12,,1436887.520000000018626,5451859.889999999664724
VIALE TRIESTE,347,,1437368.360000000102445,5452731.450000001117587
VIA M. LUTHER KING,8,,1439102.419999999925494,5449816.549999999813735
VIA A. UGOLINI,2,,1438034.040000000037253,5450621.320000000298023
VIA G. B. LULLI,19,,1434951.090000000083819,5449397.349999999627471
STRADA ROMAGNA,155,,1430484.760000000009313,5454440.339999999850988
VIA DELLE BOTTEGHE,27,,1437311.770000000018626,5451832.549999999813735
VIA F. SCARPELLINI,1,,1438323.199999999953434,5449098.290000000037253
VIA G. GIOLITTI,180,,1436262.760000000009313,5449577.929999999701977
VIA S.MARIA FABBRECCE,28,,1433385.370000000111759,5451626.330000001005828
VIA L. NEGRELLI,73,,1438644.070000000065193,5449499.959999999962747
VIALE XI FEBBRAIO,61,,1437352.989999999990687,5451030.620000000111759
VIA A. FRATTI,11,,1438298.780000000260770,5449520.610000000335276
STRADA DELLE PRIMULE,20,,1441210.820000000065193,5447712.919999999925494
VIA MADONNA DI LORETO,159,,1437395.449999999953434,5449018.490000000223517
STRADA DEI CONDOTTI,99,,1438256.639999999897555,5447656.830000000074506
VIA F. BELLUZZI,4,,1436227.669999999925494,5452843.320000000298023
VIALE A. CECCHI,92,,1436569.510000000009313,5452535.740000000223517
STRADA MONTEBALLANTE,25,,1433513.030000000027940,5445090.990000000223517
VIA SANTA VENERANDA,8,,1436157.659999999916181,5447286.929999999701977
VIA G. PARLOTTI,9,,1432893.910000000149012,5448093.160000001080334
VIA DEI GIRASOLI,25,,1441651.699999999953434,5446254.400000000372529
STRADA FOSSO FOGLIANO,11,C,1434480.870000000344589,5448004.700000000186265
VIA M. BONI,42,,1436011.810000000055879,5447262.740000001154840
VIA G. GIOLITTI,146,,1436388.909999999916181,5449543.299999999813735
VIA G. GIOLITTI,76,,1436724.959999999962747,5449461.150000000372529
VIA I. SILONE,4,,1440189.159999999916181,5449375.150000000372529
VIA MONTE ARGENTARIO,11,,1424620.300000000046566,5445876.860000001266599
VIALE F. CORRIDONI,35,,1438189.080000000074506,5451346.959999999962747
PIAZZA G. LAZZARINI,8,,1437100.230000000214204,5451152.780000001192093
VIA L. BOCCHERINI,8,,1435573.100000000093132,5449987.299999999813735
VIA G. BLUM,78,,1436078.830000000307336,5452301.860000000335276
VIA E. MANCINI,54,,1437046.080000000074506,5450311.839999998919666
VIA F.D.GUERRAZZI,10,,1437108.520000000018626,5450313.299999999813735
VIALE G. MAMELI,71,,1436618.919999999925494,5451844.639999999664724
VIA L. AGOSTINI,1,"1",1436144.020000000018626,5451817.299999999813735
VIA TEBALDI,12,,1437290.360000000102445,5451297.000000000000000
VIA MILANO,122,,1435192.979999999981374,5451047.889999999664724
VIA A. CATALANI,17,,1435158.330000000074506,5449412.959999999962747
VIA P. FOSCHI,3,,1436087.040000000037253,5448997.290000000037253
VIA DELLA CAPINERA,37,,1440474.929999999934807,5447853.929999999701977
VIALE GORIZIA,24,,1436826.110000000102445,5452684.320000000298023
VIA MONTE FUMAIOLO,6,,1424784.629999999888241,5445955.190000000409782
STRADA GHETTO TREBBIANTICO,29,,1441179.949999999953434,5446019.359999999403954
VIA COMACCHIO,2,,1434597.469999999972060,5451253.519999999552965
VIA A. DIAZ,38,,1437417.889999999897555,5451232.179999999701977
VIA DEI GIRASOLI,35,,1441674.939999999944121,5446285.839999999850988
STRADA DEI FENATACCI,4,,1438397.760000000009313,5441223.099999999627471
VIA S. PEROZZI,18,,1438025.250000000000000,5449933.129999999888241
PIAZZA G. LAZZARINI,20,,1437047.560000000055879,5451093.930000000633299
VIA LAGO DI RESIA,30,,1427831.439999999944121,5444108.230000000447035
VIA D. MAZZA,75,,1437167.729999999981374,5451556.179999999701977
VIA V. MONTI,10,"1",1437265.800000000046566,5450905.690000000409782
VIA BADO,10,,1436642.709999999962747,5452302.589999999850988
PIAZZALE G. MATTEOTTI,23,,1437758.669999999925494,5451299.309999999590218
STRADA DI MONTEFELTRO,34,,1428137.069999999832362,5447738.190000000409782
VIA M. ODDI,5,,1439270.459999999962747,5448769.119999999180436
VIA P. FASTIGGI,331,,1432158.959999999962747,5447132.280000000260770
VIA P. PETRUCCI,54,,1437056.649999999906868,5451608.190000000409782
VIA V. LOCCHI,11,,1438474.209999999962747,5450712.139999999664724
VIA VITTORIO VENETO,36,,1435003.429999999934807,5451732.040000000037253
VIA F. PETRARCA,39,,1438529.429999999934807,5448900.040000000037253
VIA F. TURATI,9,,1436257.590000000083819,5449794.650000000372529
VIA P. TRINELLI,6,,1437474.179999999934807,5449912.469999999739230
VIA BORMIDA,2,,1432085.159999999916181,5452133.030000000260770
VIA LUBIANA,54,,1436423.419999999925494,5448787.250000000000000
VIA S.MARIA FABBRECCE,93,,1433215.739999999990687,5451649.919999999925494
STRADA DELLE MARCHE,3,,1439466.250000000000000,5450601.360000000335276
STRADA ROMAGNA,122,"3",1424688.409999999916181,5457374.660000000149012
VIA DELLA SANITA,91,,1436609.189999999944121,5452861.009999999776483
VIA G. MERCALLI,22,,1438331.260000000009313,5449212.790000000037253
VIA AMALFI,23,,1436659.409999999683350,5452783.000000000000000
